Candidate,Candidate_Entity:id,Num_of_Records,Total_dollar
"BOULDIN, AMANDA",25005739,22,1889.98
"DAVIDSON, ALLEN RAY",20876773,74,1889.09
"COMER JR, EVERT",39714664,19,1885
"MICKELONIS, SHAWN",6478798,46,1885
"LOVEJOY, PATRICIA T",6512709,9,1884.69
"ETNIER, CARL",9968725,7,1881.59
"KNIRK, JERRY",41757281,22,1880
"ARCOUETTE, SYLVIA J",6494162,6,1877.88
"BROOKS, AMBERLEE",39714841,6,1877.62
"MARTINEZ, AUGUSTIN GUS",41676802,33,1875
"ASBRIDGE, TOM",40626135,4,1875
"TILTON, BEN",25005706,9,1875
"SEAWELL, JOHN WESLEY",38445508,15,1874.15
"SHERMAN, ILYSSA",41757432,22,1870
"LOWE, CHRISTOPHER",39525459,3,1869.58
"DOSTAL, ROBERT",40609376,4,1862.74
"COX, JOHN R",17657372,5,1862
"WESTPHAL, MIKE",39849872,25,1861
"RUNTE, AL",40587964,12,1860.13
"NORDWICK, SUZZANN",23405217,16,1855.68
"WILLIAMS, MATT",39827674,9,1855
"SALINAS, MARTINA",26783478,6,1851
"LEOTTA, MARIE",42112345,4,1850
"BIGGIE, BARBARA",25005503,8,1850
"MURDOCK, REGINALD",6458646,4,1850
"WAYNE, JIM",6377548,8,1850
"XUNA, JOHN (JUAN)",41676698,5,1849.31
"ENGHOLM, VALORIE",42117021,16,1843.02
"RAINWATER, MARILYN",8634572,11,1842
"SMITH, BRIDGET",10885833,14,1840
"JOHANSEN, CHRIS A",39714277,9,1825
"BERRY, STEVE",24802774,4,1825
"SMITH, DJ",40609524,2,1820
"DE WITT, ERIC M",33045450,4,1819.3
"CLEAVER, SKIP",41757347,7,1819
"MURRAY, BILL",39289315,15,1819
"HILL, DEAN E",39849954,10,1816.71
"SPRING, DAVID",13007545,12,1815
"RASH, DJ",39656708,19,1813.03
"NICASTRO, JERRY L",41676842,4,1810
"REYNOLDS, TOM",40461545,4,1810
"BOYLE, RYAN N",39176860,27,1809
"STROUD, MATTHEW DEREK",39705654,14,1806
"LACASSE, LINDA LOUISE",26765335,143,1805
"BARROWS, BRENT",42578390,5,1800
"HEITKAMP, JASON",40626178,3,1800
"LESMEISTER, OREN",39762668,4,1800
"GRESHIN, ADAM",6534873,3,1800
"GILMAN, MIKE",41757469,7,1793.81
"HOLLEMAN, MICHAEL WAYNE",38445345,8,1792
"PICKARD, LINCOLN",408625,10,1790
"HAYMAN, DENISE",7648770,11,1785
"DEMIC, GEORGE",39494703,2,1775
"ZUREN, AMY M",42689473,10,1771.55
"STEVENS, WAYNE",24352073,5,1767.27
"BROOKS, WALT",39715810,30,1761
"BUCKLES, BOB",13731646,9,1760.05
"DOANE, RAYMON",40461429,4,1757.18
"HAWKINS, SCOTT A",39715742,5,1752.05
"MENCONI, ARN",41757685,2,1751.54
"DUNNE JR, THOMAS A",41757553,7,1750
"BROWNELL, DAVID E",23405081,8,1750
"STEWART III, JIM",6573628,4,1750
"SHURTLEFF, STEPHEN J (STEVE)",6463896,6,1747
"DOVIDIO, DENNIS",9719896,18,1746.5
"ALSTON, BRIAN L",23424516,19,1742.47
"ROUSSEAU, RICHARD",35431823,23,1740
"SCHUH, KAREN L",40613028,4,1737.73
"WOODS, TOM",10885895,12,1736.47
"BOOTZ, NIKKI",39762605,6,1732.13
"AINSWORTH, DAVID M",6664379,7,1731
"CRABTREE, MIKE",39289396,22,1730
"MULHOLLAND, CATHERINE",6463604,13,1725.6
"STERLING, TYRA BANKS",40622366,25,1724.67
"PILLINGER DANIELS, ROBYN",39850006,67,1713.13
"BURGERHOFF, DAVID ANDREW",39434931,3,1712.69
"BLISS, ERIC",41732829,5,1712
"ROM, RICHARD A",41677143,7,1710
"MATAAFA, TOAGAIFASA J",40622489,3,1710
"WOLF, TERRY",25005484,9,1710
"BORDEAUX, SHAWN L",23353488,11,1710
"HARTLEY, CHRISTIAN M",40622007,13,1709
"CUMMINS, MICHAEL",33974062,9,1708.1
"EPPERSON, ERIC",6491831,5,1705.8
"ROSS, MARK ALLEN",39705616,4,1700
"DUDLEY, BILL",39494708,3,1700
"BURRIS, MICHAEL",24811423,7,1700
"STARR, ROBERT A",6444866,8,1700
"ANUSZCZYK, CARL",39525522,6,1699.12
"KEEN, GERRY J",38526030,6,1699
"FRANKLIN, JACOB",38526003,5,1699
"GALINDO, DANIEL A",39176876,16,1697.99
"HEMPHILL, SHAKIRA T",42157192,11,1696.04
"KOLDEN, TODD",39762608,4,1696
"MAZERALL, CHRISTOPHER",41757462,4,1690
"GRAFF, JASON",40609388,21,1685
"LE, TAMARA",15655971,14,1684.33
"JOHNSON, MICHAEL DALE",39705504,8,1684.05
"SMITH, ELLIE HILL",39289345,10,1680
"COPLEY, SCOTT R",41676976,13,1679.35
"MCELRAVEY, TINA",39714886,4,1678
"BRISCOE, BROOKS",39762606,3,1675
"HESS CROUSE, KATHRYN LYNN (KATHIE)",39705481,25,1675
"WOLF, KELLY J",6534669,3,1675
"REYNOLDS, VERA SMITH",38445481,22,1671.27
"HODGE, DEAN (DRAIG)",39656719,7,1663.28
"NAHAM, JOSEPH R",41755847,6,1660
"STEVENS, TOM",6496135,10,1660
"MACHADO, COLETTE Y (PIIPII)",6565594,4,1658.59
"MURPHY, TIMOTHY RICHARD",38445446,10,1657.48
"HARGETT, VIRGINIA KIMBERLY (KIM)",2730885,7,1657
"CHRISTIAN, MERCEDES",41610066,10,1655
"VERBEEK, JAN L",39434501,5,1652.9
"REYES JR, PETER M",43518154,3,1650
"FREYTAG, DAVE",23353633,3,1650
"MONROE, JEFF",13006615,7,1650
"JARMAN, STEVE",33243784,19,1649.16
"BROWN, JEANNE ANN",40625004,13,1647.55
"BROPHY, TODD",42537131,27,1637.79
"CONLEY, JASON",41884216,14,1637.15
"CALHOUN, JESSE D",26187193,20,1636.97
"PFISTER, KEVIN W",39850019,8,1635.01
"TURNER, RASHAD ANTHONY",40606759,1,1634
"PEOPLES, ANN E",6475038,25,1630.4
"LEIBBRAND, STEVE",39656829,7,1630
"MORIN, RENEE P",39714312,11,1627.66
"TRUDELL, VINCE",40609735,4,1625
"FOX, BRAD",39714246,11,1625
"SPRINGER JR, CHARLES E",39434848,7,1625
"DAVIS, JOEL MCKINLEY",39705429,12,1617.65
"DAVIS, JOHN",37969757,19,1617
"CONNORS, TOM",42430807,28,1615.94
"WORF, A ZACHERIAH",40609514,10,1615
"AGUIRRE-INSUA, LUIS",39827418,5,1614.27
"REIBOLDT, BILL",3744939,40,1614.06
"COLLINS, DONALD DON",40588779,4,1610
"KNIGHTEN, SCOTT",39827934,24,1608.67
"MACAIG, TERENCE (TERRY)",13007415,5,1605
"FORD, SUSAN",6494317,11,1603.81
"MAGGIORE, JIM",41772679,10,1600
"VOREL, JOHN A",41757445,1,1600
"HAZARD, JARROD E",41677029,8,1600
"MELTON, RUENETT",39525400,7,1600
"KEPICS, ROBERT",39434809,3,1600
"EDMON, DANNIE",37970453,14,1600
"VAUGHAN, BRADLEY",32134332,2,1600
"DONALD, MIKE",13789752,18,1595.07
"STARR, PETER NICKOLAI",39434865,5,1590
"MOSS, CHARLES KENNETH",6392053,15,1587
"GRIMSLEY, WARREN (GRIZZ)",38444983,6,1586.7
"DANIELS, JOSH",12373839,5,1585
"BARNETT, KEN",29117860,8,1584.8
"SAMUELSON, STEPHEN P",5931202,10,1584
"WEBB, KATHRYN (KATE)",6496166,8,1580
"CHURCHMAN, JOHN C",40588765,9,1570
"BECK, CLIFTON",40609350,15,1566.82
"GUTHRIE, BUDDY",42533306,34,1565
"WOODBURY, DAVID",13004195,4,1564
"BENTON, CURTIS TIMOTHY",38445167,6,1557
"NOCERA, GLENN",41755897,8,1556
"BLACKMON, BILL",39525401,9,1555
"POPE, MIKE",39827892,24,1550.09
"FITZ, DON",42115264,12,1550
"OSLAND, ARNE",40626220,3,1550
"HIGGINBOTHAM, DAVID",40461467,17,1550
"KRONE, SAM",6690260,8,1550
"SHARETTE, DAVID",39715696,5,1549
"JACKSON, CHAD O",37969796,11,1543
"WEST, LARRY",39494797,9,1540
"PEPPERS, PATRICIA RAE",10885846,10,1540
"TESTERMAN, DAVE",41757550,11,1539.99
"HELLAND, BOB",40606517,7,1538
"ARNOLD, RYAN",39289412,13,1536.85
"SHAW, LAUREN C",42054921,42,1530
"MYRICK, CARL",37970297,7,1530
"AUSTIN, DONALD",40587697,7,1528.36
"HOHEISEL, NICK",40609393,8,1528.24
"NORIS, PETER FRANCIS",38445452,7,1527
"PERRY, KAREN",15687815,17,1526.96
"JOHNSON, TIMOTHY B",23592804,3,1525.96
"SMITH, FRANK J",6396467,19,1525
"SMITH, TERRENCE A",39714852,2,1523.97
"DEL GALLO, RINALDO",41757742,4,1520
"SLEEPER, SONJA",23424412,19,1520
"JOSEPH, LUKE",40613025,30,1519.44
"RIGGINS, MARK",39827613,12,1515
"TARBELL, BILL",39827647,2,1513.75
"BUCHMAN, JOE",39715829,4,1510.35
"WEBSTER, STEPHEN W",6581315,11,1506.53
"NUTTLE, CRYSTAL",24741105,13,1506.25
"BUGHMAN, MATTHEW",29014222,9,1501.01
"WIRTH, ZACHARY E",39289431,3,1501
"UNDERWOOD, SHELL",42679111,2,1500
"CARTER, JAMIE",40588778,3,1500
"FARIAS, GABE",37969814,2,1500
"DENSON, JOYCE E",24360882,8,1500
"TERENZINI, THOMAS P",15827249,6,1500
"MAGRUM, JEFFERY J",11029676,3,1500
"LEMONS, TIM",9868154,5,1500
"HOERMAN, STANLEY",8772912,6,1500
"KRETSCHMAR, WILLIAM E",6636178,2,1500
"UNDERWOOD, ROBERT J",6548780,2,1500
"FRENCH, PATSY",6395859,7,1500
"SVOLOS, CHARLOTTE A",715204,3,1500
"INGLE, GREG",39828124,5,1491
"EDWARDS, STEPHEN",37971398,9,1490
"APKER, JAMES R",24811911,15,1489
"LANNI JR, LOUIS D",39435052,8,1486
"MUMIN, KHALIL ABDUL",39656721,4,1477
"BROWNING, CYNTHIA",6461386,10,1474.76
"OLSON, CHRISTOPHER",22025561,11,1472.95
"JOHNSON, JAMES E",39494732,3,1472
"LONGSTAFF, THOMAS",6512197,15,1466.33
"STONE, JASON",39828045,16,1465.84
"FROTHINGHAM, JUDY WALLICK",41757306,7,1465.6
"BURNS, SCOTT A",13703633,17,1464.39
"OSBORNE, RICHARD",34676457,7,1461.91
"RENO, JOSEPH",39849902,7,1460
"LOUDENBACK, VALERIE",23353329,10,1457.62
"ALDRIDGE, PHILIP",42113319,4,1457.27
"FORGUITES, ROBERT (BOB)",24830351,5,1455
"TODD, LEAH",39827913,17,1451.26
"TAVENDALE, KIM",41757713,45,1450.58
"HUGHES, LUCRETIA CONSUELA",39525551,2,1450
"SMITH, STEVEN",6680106,4,1450
"FOLSKA, CLAUDIA L",15827267,17,1448.85
"SUPER, MARTIN",42157158,4,1445.93
"BOULTER, MICHELLE",39715705,21,1441.1
"KUMP, LARRY DOUGLAS",39705526,18,1440
"TOMKINS, ANTHONY",39441680,13,1438.62
"ROEMER, HAILEY",40587795,11,1435.24
"PURDY, KATHLEEN",2971559,25,1432
"MCCANN, MATT",40609420,12,1431.42
"RAYNOR, COREY",40588744,5,1430
"HELBIG, RICHELLE",39827905,35,1426.79
"BUONANNO, DOUGLAS J",41676952,6,1424
"JAMES, AARON",42430803,12,1423.16
"MCDONALD, RYAN",39441749,8,1422
"FRISINA, ROB",40587736,32,1417.88
"WHALEN, DONALD",41757532,15,1415
"PROULX, MARK L",6695068,4,1412.78
"FREEMAN, JARRET N",41755676,6,1412.18
"YOON, DANNY J",41757798,3,1410
"LANGHEINRICH, FRANK A",39715688,7,1403.9
"GASKINS, WALTER EUGENE",38445299,11,1401.93
"DALY, DAMIAN",25760848,4,1401
"TILL, MARY L",6466074,11,1400.39
"TWOMBLY, TIMOTHY (TIM)",16755298,2,1400.29
"PARKHURST, BERNIE",40626223,3,1400
"ESPINOZA, RICARDO",40587730,3,1400
"DICKERSON, DAVID",39828041,11,1400
"ORR, EARLE",39827593,4,1400
"PEARSON, KIRK D",6522945,3,1399.58
"GRAD, MAXINE",6384859,8,1395.28
"WEBBER, SUSAN A",23405104,6,1395.07
"PRICE, JOHN C",40609499,3,1395
"CORBETT, ERIK",25005691,20,1395
"WILLIAMS, JACK",40588730,5,1393
"REDD, EDWARD",10886286,1,1392.81
"FOUNTAIN, CATHLEEN A",41757299,11,1386.43
"CIZEK III, EDWARD J (TREY)",40621886,18,1384.06
"URREA, ANGELA B",39715748,10,1381.37
"SPILLANE, JAMES",25005580,21,1380
"ARTLEY, FRANCISCO XR",39525498,9,1379.67
"BREAULT, JOSEPH F",39715766,16,1379.03
"ELDER, SAM",39714826,2,1377.52
"DELOZIER, EMILY G",39828010,8,1376.16
"HOLMSTROM, RALPH W",39447234,20,1375
"JONES, PIERCE",6477190,12,1369.28
"WILSON, GORDON M",41757396,6,1366.7
"CHRISTIAN, CHRISTINE L",27586425,9,1364
"PLASS, JOCELYN",39441719,10,1361.51
"MOORE, JOSH",25005501,17,1360
"TILTON, RIO",29785207,4,1359.2
"ECKLUND, COURTNEY",39762660,9,1357.54
"LOTT, JONATHAN D",41926241,15,1356.27
"HOLSTON, THOMAS R",42052801,8,1355
"PAGE, GLENN",41757610,14,1350
"ZADRA, JORDAN",40613024,3,1350
"FENIMORE, LAURA COOPER",18911649,7,1350
"DANIELSON, DAVID J",9896444,8,1350
"BENSON, BOB",39762635,3,1348.73
"DURLEY, DRYN",39289340,18,1344.71
"MARTIN, RAY ERNEST",5923493,11,1344.01
"BLACK, DERRON L",11029489,15,1335
"BRIERCHECK, VICKIE D",42689474,12,1330
"VALENCIA, LARRY",6497112,20,1330
"WAYNE, WILLIAM TRUMAN (BILL)",39656674,4,1329.87
"BLUE, BARBARA A",41757350,5,1325
"WARDEN, MARK",9715337,10,1325
"TURNER, TIM",40587936,14,1323.93
"ASH, DREW",42055098,27,1322.8
"HOPKINS, RHONDA",39828057,9,1320
"JONES, SCOTT ANDREW",15672913,3,1320
"ANDREAS, ASHLEY",40588841,4,1310
"FERGUSON, JEFF",39828095,6,1310
"SMITH, RICHARD A",6691901,14,1309.88
"BLOOM, JOHN B",42052802,14,1308.41
"MCKNIGHT, STEVEN",39656752,14,1306.41
"STUCKER, SCOTT V",40587811,7,1304.75
"BOSHA, JOHN",42540904,7,1302.6
"SCULLY, KEVIN",41757531,9,1300
"BRIDGES, LORRAINE",41755864,15,1300
"THOMAS, LANNY",39525429,4,1300
"HENDRICKS, LEWIS BEVIN (LEW)",38445334,4,1300
"NOTTER, JEANINE M",13004224,5,1300
"TURNER, TOMMY",13000842,4,1300
"FREDERICK, RENEA",2921194,7,1300
"FREBORG, ANDREW",42533690,6,1295
"JOHNSON, RICHARD B",39849840,11,1294.61
"PALMER, PREZ",25761227,41,1294.55
"BROWN, CHARLES (CHARLIE)",39289324,9,1292.17
"RICHARDSON, BLAINE",39714335,14,1290
"MENDOLA, JOSEPH",15878133,8,1286
"COX, GARY LEON",6604410,8,1285.64
"TOWNSEND, MAIDA F",13690000,5,1285
"GOMBAR, WILLIAM J",6669429,7,1284.99
"RULE, ROBERT",16068534,27,1283.71
"GARDNER, MARCIA LAWRENCE",40588749,7,1283.63
"PURCELL, ANDREW D",39656726,9,1280
"IRONS, FELICIA",39714882,1,1276.98
"PURDY, GREGORY",41756013,20,1275.01
"WELLS, NATALIE J",41757567,8,1275
"WAGNER PATTERSON, MELODY JOY",39850020,18,1273.55
"RIVERA, WILFREDO SANTOS",6492818,17,1265.89
"WALKER, RICK",23442149,22,1265
"LOPARTO, RONALD A",6480759,2,1263.75
"YORK, JEREMIAH",37970465,17,1262.16
"CLARKE, SANDY",39849998,6,1260
"GILL, STEPHEN D",39762748,11,1260
"EPSTEIN, ISAAC",41757427,17,1256
"SHARLEY, MICHAEL",42533346,20,1255.7
"MALARKEY, BRIE S",39434536,5,1254.29
"GEARY, MICHAEL JAMES",41677015,3,1254
"COOL, TOM",6503151,8,1254
"MCDANIEL JR, MICHAEL WADE",40625077,9,1250
"FAWZY, JENNIFER",39827482,5,1250
"RASCHKE, DARRELL",39762655,2,1250
"DESCHEENIE, ERIC",24731410,3,1250
"STENSON, STEVE",23353631,2,1250
"CHILDERS, MARK A",14912558,6,1250
"WESTLIND, GREG",10013500,3,1250
"HOGAN, EDITH (DEE)",6672934,5,1250
"SEAWORTH, BRIAN",737469,4,1250
"BUGGEY, STANLEY",42157168,4,1249
"JULOW, ANDREW",40588789,8,1248.5
"MATTHEWS JR, VERNON R",42054945,34,1245
"HESSEL, BRAD EVERT",38445337,18,1242.74
"STONE, AARON MICHAEL",39705651,7,1235.69
"DEMBINSKY, RICHARD PAUL",672123,1,1234.56
"STYVAR, CLARENCE L",40624990,1,1232.86
"LOPACHIN, PIERCE",37969736,8,1228.24
"DILKS, DEBRA (DEBBIE)",42117027,8,1225.98
"RUDOLPH, AMANDA M",37969617,22,1225
"SCHUESSLER, JON",42117620,10,1221.25
"GROFF, DUANE A",42540344,6,1221.18
"COSTABLE JR, MICHAEL",41757572,9,1220
"PAGET, DAN",39715824,8,1220
"ELLISON, CHASE",39289325,12,1217.38
"SHANNON, RANDALL C",39434530,11,1216.9
"HIRSCH, BILL",39849944,9,1212.88
"STONEMAN, R GLENN",24352045,2,1212.83
"WHITE, DOROTHEA E",23442202,12,1208
"GONZALES, ROGER ANDREW",39176879,4,1207.79
"DREESZEN, PAULA",39447266,24,1205.14
"CLEMENTE, ROGER",40622482,2,1205
"VALERA, JOHN J",41757542,2,1202.98
"HALL, DOUG",41757376,7,1200.91
"VANCE, MATTHEW CJ",41757842,3,1200
"WELLS, DANIEL BUNDY",39705689,2,1200
"CANNON, PARK",37701277,3,1200
"KOLENICH, KARL",19629775,1,1200
"SKOLNICK, SHELLY",6628248,2,1200
"DAKIN, MAUREEN P",6384811,3,1200
"BUCO, THOMAS L (TOM)",6463029,6,1196.83
"KEARNEY, HOWARD",15215196,6,1195
"MCNAMARA, RICHARD D",13703776,10,1192.24
"RODRIGUEZ, CODY CARLOS",40622421,8,1188.22
"WEISSER, BETH",6507503,42,1186.53
"PORRAS, MATTHEW D",40624987,22,1186
"RUDDY, MIKE",7912419,13,1180.49
"OWENS, STEVE",40587946,6,1177.69
"ORZEL, TAMMY",39656787,7,1175.28
"FRASER, VALERIE",25005395,11,1170.14
"BLEVINS, JOHN PAUL",39714730,2,1168.82
"GAYTON, NICHOLAS JOHN",39714249,8,1168.79
"LOYD, R T",39441725,13,1166
"ROSS, ALEXANDER",39849925,5,1162.5
"ROGERS, KYLE",39762619,4,1161.1
"MCGLENN II, RANDY",24811880,13,1160.34
"BRITTINGHAM, JAMES W",25085282,4,1160
"CASE, PATRICK",39827997,7,1157.9
"SEYMOUR, PATRICK",40588748,5,1157.71
"DESLAURIERS, ADAM",42113293,12,1157.49
"SHELQUIST, ERIK",39656743,12,1155.68
"MACKLEY, JAMES W",39715747,6,1155.18
"BISSONNETTE, CLEMENT",6481730,6,1151
"MARSH, WILLIAM M",41757458,4,1150
"CATHCART, CHRISTOPHER M",39714619,3,1150
"ROBNAK, STEVEN E",39656753,2,1150
"DOUGHMAN, WESLEY",39494707,4,1150
"BURK JR, JOHN",39494691,2,1150
"PEARL, HOWARD",13703940,5,1150
"RAAEN, WILLIAM",39289429,5,1147.16
"BALDASARO, ALFRED P (AL)",6670814,25,1147.06
"GOLDSTEIN, CHERI L",40588796,3,1145
"STERNES, REGGY A",39441779,9,1140.46
"HANSEN, JEREMY",40588822,5,1139.98
"SIVER, JAMES A",33045628,3,1132.82
"RAMEREZ, RUBEN",37969941,3,1130
"ELISHA, STEVE",40461435,5,1127.22
"TUCKER, EDITH",41757300,25,1125
"HOLLOWAY, KIM",12745892,3,1125
"SCHUETT, DIANNE E",6494657,8,1125
"FEELEY, MICHAEL",41757558,7,1123
"ACKERMAN, M LEWIS",40609340,2,1120
"LONEY, CLEVE",39289328,10,1120
"ROBBINS, JANE D",9990338,15,1117.38
"ANTINOZZI, PETER ANTHONY",38445144,23,1114.24
"BURLEY, VIRGINIA 'GINNY'",40588824,5,1113.95
"GOLL, MARILYN K",39827978,30,1112
"TILLETT, THERESA",25761299,37,1110
"FREEBURG, MARCY",20830917,18,1110
"BESHIR, MESFIN H",41757762,9,1105.75
"KRISE, RONALD E",11022403,6,1104.43
"SOUTHWORTH, ELLIOTT JOHN",38445526,7,1103.17
"NEWMAN, ANDREW",43101401,3,1100
"THORNHILL, BROOKS",42876751,6,1100
"HAYNES, CODY SHANE",40624980,2,1100
"SKILES, CHAD",39762696,4,1100
"HARRIS, DANIEL M",39714902,2,1100
"CHANCE SR, CHET E",39434562,6,1100
"FERRETTI, JEFFREY J",26169113,5,1100
"HORNE, MARCIA",24802805,3,1100
"PORT, GARY B",15666135,2,1100
"KERNER, MICHAEL",6540775,12,1099.96
"BRENTON, LUCY",42055044,2,1098.13
"DANNENBRING, CARMEN",34170221,4,1095
"HARTNEY, DENNIS",39828033,9,1093.76
"AUSBORN, TODD CONRAD",38445149,7,1092.73
"AIKEN, G LEE",40588127,4,1087.72
"LALONDE, MARTIN",24821649,2,1085
"UMBERGER, KAREN C",6678005,5,1084
"KNOX, ALEXANDRIA",41757510,18,1080
"WAGONER, KIRK B",6682996,13,1080
"SMITH, RANDY K",39494782,7,1075
"CONTRERAS, SERGIO",37969828,5,1075
"WILLIAMS, CARLOTTA M",25004771,10,1074.39
"SAENZ, ROY",38525932,7,1073.15
"KRIGSVOLD, ALEX",39289305,3,1070
"EVANS, SUSAN",34635235,12,1068
"CUNNINGHAM, CRYSTAL K",39714626,11,1063.49
"GALE, SYLVIA E",13703738,9,1062.16
"CASEY, SEAMUS",25005636,1,1060.28
"SWASEY, KIM",40588828,8,1060
"PARSONS, KEVIN LEE",39705587,3,1060
"GARRISON, LINDA",40461453,18,1059.08
"CASTELLANOS, GERMAN",39827456,9,1057.49
"FINCH, PERRY",23424566,4,1055.26
"POTTER, DAVE",6461600,6,1055
"YAKOVLEFF, KENDRA",15672746,10,1053.1
"YADO, YDALIA",39441727,8,1052.36
"KRANKOWSKI, MICHAEL L",39434918,6,1052.2
"MARTIN, PAT",42848185,2,1050
"PAOLILLO JR, ALPHONSE",42054959,9,1050
"ANDERSON, DAVE",40626133,3,1050
"ALLARD, STEVEN",40626129,3,1050
"DARROW, STEPHEN",25005463,4,1050
"MCDANIEL, ALBERT G",23389840,6,1050
"CARTWRIGHT, ANNE",6694877,6,1050
"GRIFFIN, MARY E",6594558,3,1050
"FRAZIER, JOEY",41884225,17,1047.48
"MOYNAHAN, JONATHAN MICHAEL",23424327,4,1047.09
"SMITH, MIKE",41757383,12,1045
"BENDER, DAVID ALEXANDER",39705385,6,1045
"MARTIN, STEPHEN P",13001844,14,1043
"IRVING, BRIAN",38445361,4,1041.24
"EASTMAN, ERIC R",18912406,6,1040
"HENNESSY, JOHN F (JACK)",12998377,23,1040
"LASCELLES, RICHARD W",41757512,2,1038.11
"PROFFER, VICTORIA (TORI)",39656823,12,1035.34
"HASTINGS, EDWINA",41757485,4,1035
"DILLWORTH, MARGUERITE",39656773,4,1035
"ARMSTRONG, MARIA STELLA",39434526,3,1035
"BELL, ROBERT LAMAR (BOB)",26395833,8,1031.83
"MARLER, TERESA",39828035,13,1031.45
"GOODWIN JR, PETER HUNTINGTON",16122091,4,1031
"LOVE, DAVID C",41757581,9,1030
"HILL, EVAN",40588787,5,1030
"GEORGE, JOHN",41742889,15,1026.64
"BUCKLEY, ANGIE",39289309,8,1026.1
"JORDAN, VICTOR A",26158264,6,1025
"SPENCER, MATTHEW L",41757632,6,1020.04
"COMTOIS, BARBARA",41757450,6,1020
"KLEE, PATRICIA S",41757342,13,1020
"RICKETTS, BRENTON",40814591,10,1020
"BROWN, ROBERT M",40588786,4,1020
"GURLEY, CALVIN H",19495926,4,1012.99
"CHABOT, JOAN B",37701275,9,1012.24
"ROSENBLATT, BRIAN",40606752,2,1010
"POULIOT, MATTHEW GARY",16072373,4,1010
"HAAG, NICHOLAS WAYNE",38445315,8,1006.24
"KWASNY, STEVEN",39849913,9,1004.2
"SHARROCK, IAN",28066387,11,1003.28
"KELL, BRETT DANIEL",40609402,5,1002.55
"OLSON, PHIL",39289407,10,1000.29
"RAWSON, STEPHEN N",42578391,2,1000
"BERGSRUD, BRENDA",42061948,3,1000
"BOVE, MARTIN N",41757575,5,1000
"PELTIER, DONALD",41629502,1,1000
"KNUTSON, ELDRED",40626194,1,1000
"JONES, TERRY B",40626188,1,1000
"FRYE, SCOTT G",40588838,3,1000
"MCADOO, CATHY",39827569,2,1000
"HAGANS, MARTY",39827508,1,1000
"DUNN, LLOYD",39714829,2,1000
"MOORE, CLAYTON DERRICK",39705570,5,1000
"BUSH, CORI",39656831,2,1000
"CLIFTON, JAMES W",39525502,2,1000
"MYERS, KEN",39447209,1,1000
"LEFEBVRE, PAUL D",24821699,3,1000
"SCHEMEL, PAUL",23442847,1,1000
"STANLEY, DEVON A",23442153,4,1000
"RITTER, JOHN D",16747576,1,1000
"BEDINGFIELD, ERIC M",13006359,2,1000
"FEHR, ALAN",11029686,2,1000
"HOYLE, BRIAN",6673883,1,1000
"QUELLAND, DOUGLAS R (Q)",6604402,2,1000
"FOSTER, LEONARD M",6537196,2,1000
"PUNTURIERI, PAUL T",41757284,6,998.02
"DOWNES, NATHANIEL",40587723,9,994.33
"YOUNG, BYRON",40622462,2,994
"RETTIG, KEVIN E",10238858,5,992.64
"SALKA JR, ROD A",39434787,2,991.68
"MYERS, JOHN A",11029472,5,990.7
"FERGUSON, APRIL",36819947,17,987
"EDWARDS, PATRICK S",39434837,7,981.02
"LANE, JEFFREY",37969748,7,980
"KETELSEN, RYAN M",41742891,6,977.41
"BURTON, JAMES D",13789766,2,976.82
"PALADINO, MATT",39447207,12,964.14
"TURCOTTE, MICHAEL",42157139,6,960.96
"BROWN, TODD",12998183,21,960
"PFAFF, CHRIS",6643870,1,960
"AZZOLA, JAMES H",23424374,7,959.2
"MCCLEEREY, STEVEN D",23353271,7,956.15
"WEISS, BERT",41757279,11,955
"HARRIS, PHILLIP",25005539,14,954.99
"BYRD, DARREN",38525972,8,952.04
"LOWE, MATT",39525448,2,951
"MARION, TERESA",39714822,1,950
"POLK, JOHN GORDON",39714688,4,950
"PAYNE, RIVER L",39714324,27,950
"LACHANCE, JOSEPH",25005485,6,950
"CASIAS, ROBERT A",12553369,3,950
"MILLER, DAVE",21263867,6,941
"ELLSWORTH, KAI",39707372,6,940
"TAYLOR, LEWIS ANTHONY",39705661,6,940
"GUTHRIE, EVAN K",39714607,2,935.36
"WATSON III, OLEN LEO",38445566,6,930
"JAMES, MARIANNE",23442152,13,930
"JUSKIEWICZ, BERNARD C (BERNIE)",13690294,4,930
"REGINA-POTTER, LUCRETIA",13009231,2,925
"REBECCHI, SAV",42578381,6,922.39
"MANZELLA, THERESA M",23405228,43,920.7
"KINCAID, ROBERT JAMES (BOB)",39705521,2,914.32
"ACKERSON, SANDY",8787431,9,912.22
"SHOUSE, LAWRENCE B (LARRY)",38526099,4,911.97
"ROSEBERRY, KAREN",39707169,1,910
"NYE, DALE",38526068,3,910
"SANDEN, JIM",20822432,2,909
"KINGSLEY, SANDRA S",40625023,9,905
"RACHELSON, BARBARA",9977358,6,902
"WILLIAMS, JARROD M",39827673,9,901.75
"COOPER, AIMEE N",42689449,18,901.31
"KRUZONA, DAVID",41677055,1,900
"MADALENA, DARRYL F",40620358,4,900
"HUDSON JR, ABE MARSHALL",40609762,2,900
"NELSON, RONNIE",40461524,5,900
"STANBERRY, RUSTY",39827645,4,900
"QUINN, JUSTIN EDWARD",39705602,3,900
"VAN FLEET, STEVEN C",39447261,6,900
"HARO III, O RODRIGUEZ",37969901,2,900
